Imageid,Question,Answer
810,what color is car,blue
811,what color is car,black
812,what color is car,black
813,what color is car,yellow
814,what color is car,red
815,what color is car,blue
816,what color is car,blue
817,what color is car,yellow
818,what color is car,yellow
819,what color is car,black
820,what color is car,yellow
821,what color is car,grey
822,what color is car,red
823,what color is car,black
824,what color is car,white
825,what color is car,grey
826,what color is car,black
827,what color is car,black
828,what color is car,black
829,what color is car,red
830,what color is car,red
831,what color is car,yellow
832,what color is car,white
833,what color is car,yellow
834,what color is car,blue
835,what color is car,blue
836,what color is car,blue
837,what color is car,yellow
838,what color is car,blue
839,what color is car,black
840,what color is car,white
841,what color is car,black
842,what color is car,yellow
843,what color is car,black
844,what color is car,yellow
845,what color is car,black
